client_id	path	sentence	up_votes	down_votes	age	gender	accent
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482477.mp3	批評家たちはその劇をあまり高く評価しなかった。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482478.mp3	彼女は弁護士になろうと決心している。	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482499.mp3	早めに朝食を済ませ、十時から、館員と夫人が集合し、記念撮影を行う。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482500.mp3	この天気とは気長に付き合っていくしかない。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482502.mp3	父にとって酒を止めるのは難しい。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482503.mp3	彼女は本棚にある数冊の本を彼に見せた。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482504.mp3	早川くん、中間テストの結果でてたわよ。またトップ！	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482506.mp3	部屋の電気が消えてしまいました。	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482527.mp3	部屋にはあまり家具はありません。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482528.mp3	負けたチームはゆっくりと競技場を去った。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482529.mp3	彼女は冒険心が旺盛だ。	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19482530.mp3	父は、日曜日はたいてい家にいます。	1	2	twenties	male	
9bb3533bca858ff4bf95474d23d3713917ef2c862d826133e33557ba15d717a3b1b6337c7923530b1fd18c63ae737c423ba6485d7cd481d373f10a72b90a4e71	common_voice_ja_19485545.mp3	実も結ぶが、挿し木でも根付くらしい？	0	2	teens	male	
5c684ef1863b2090e97b08e40e26efb2911baf3bdf1526965b064e39ef78a89156aa8698490c963c785edf24283038552fac5e33cbad1e38215210ab6168741b	common_voice_ja_19485653.mp3	あした授業で作文を書くので、辞書が要ります。	0	2	teens	male	
27b189f01324a3b25e8e2ed1c788a2008cc087b4adf71e64870ce0bc23cb3e4ac7e53f63561d8ca9fe81e3efea83dc29e89340b6cd957e771e6e7bb1e732c580	common_voice_ja_19495106.mp3	嬉しいはずが、ゆっくり寝てもいられない。	0	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19496627.mp3	おなかが痛いので、病院へ行きます。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_19496646.mp3	父は煙草を止めた。	0	2	twenties	male	
15b7d87a73d28b37664fdf7fea1ff232f89e80ce954c9b90df97ceac3c4e2516428c5a86387beac5e88e2c15c153f3320511ba9bda01152f03fc16666a9121af	common_voice_ja_19499625.mp3	父は今入院しています。	1	2			
15b7d87a73d28b37664fdf7fea1ff232f89e80ce954c9b90df97ceac3c4e2516428c5a86387beac5e88e2c15c153f3320511ba9bda01152f03fc16666a9121af	common_voice_ja_19499626.mp3	田中さんは図書館で勉強しますが、わたしは家で勉強します。	1	2			
15b7d87a73d28b37664fdf7fea1ff232f89e80ce954c9b90df97ceac3c4e2516428c5a86387beac5e88e2c15c153f3320511ba9bda01152f03fc16666a9121af	common_voice_ja_19499627.mp3	お寺まで、一人ずつ手を引いて連れて行ったのを覚えています。	1	2			
15b7d87a73d28b37664fdf7fea1ff232f89e80ce954c9b90df97ceac3c4e2516428c5a86387beac5e88e2c15c153f3320511ba9bda01152f03fc16666a9121af	common_voice_ja_19499628.mp3	部屋をきれいにしておかなければいけません。	1	2			
ae366c54d8ae632ccd1098f7d9462913e0b7688c1f7ed3cbf6f3da6ec93b61f007fc59b1abf1f076ff9aa64b50266c5c638d967da8e51f28517ffa0b27aedd5d	common_voice_ja_19507535.mp3	鳥が水を飲んでいます。	0	2			
c3c01db3923d91960588af5a82281dbad7521155f47660ffaf9ae22f2c6e857a6ceb1a91e7cea7d141510d6a58c95b8cabc54649b737e003f052dfdcce09ac81	common_voice_ja_19517027.mp3	父の頭は白髪になった。	1	2			
0cdb44fb23620b09305bc466005882b864f1e6fc7d48a3b29d0d954fa1f045e04a4a93a19890d3f37e9f7f78e934a3390b0bdb8cdf06aca05a19727ee6e8397a	common_voice_ja_19521220.mp3	病気で病院に入院した。	0	2			
b05609a661f092d018b781e096e648b6d749e5a99d45b0a034acefbda2bc868373e42eaa1da7521e9ca71d23d248ad02aa3782a7e853344ee6e8e2e5604339b0	common_voice_ja_19572006.mp3	彼女は目をうるませて、そこにじっとすわっていた。	0	2			
a23f4a2c6a568f78e9a58e517428a2581a1099d3606d8ba85d94a22c660fc5ef5f7c9e0608a6e1d9e66f74d410ccea5e9f5a898cb2237220aba5e415f7c12e1e	common_voice_ja_19607495.mp3	次の角を右に曲がります。	0	2			
9a0445b34bb2ab0f4293de9047887fafafc3b320656375f8e9f3ec6ef52c080477dc2899ea0221f5df18d2b87beaf4af2c069572c3eab0d994df70b746eea3be	common_voice_ja_19610946.mp3	彼女は僕を驚かせた。	0	2			
3726098dc7f16ff729bd0410055b7faa760791d2fb477f70785ba91b6ab890855c697aa4d3a68bda0e6b9268df091b8222e7e7d86fffb2a884ceaaa675071067	common_voice_ja_19618155.mp3	きょうは先生が病気で、授業が休みになりました。	0	3			
c99568fc43af06f8602ebf28da2c697d23f39acfe5c0777d95875e20b31129d62d64b146a067ea065a4dd70b54dc162256d0c2326e491952d49d04d2fdd9d4d9	common_voice_ja_19636733.mp3	彼女は物理学の研究に一生を捧げた。	0	2			
d71fafb75d82bc2686963e6a0d68c27e87db60600c60f992ffb27b7742c4caaeeabb36897a8da54f9bcfac3c36281ea653f795deacb6abb764c7f217b1e660eb	common_voice_ja_19673950.mp3	彼女を胸に抱き寄せて、額に口付けをした。	1	2	twenties	male	
381457c10974ebd9dde81360a795b8661b91b4f856d43e24de36811bb22a2eca0d59c7001040faad4aa26795eb7880d3b548a06e6e0b2b699c4cf95e2dfbb96c	common_voice_ja_19701170.mp3	父が私の借金の保証人になった。	1	2	teens	male	
bbd52392d5e56274b42be039b84bb5bcb625406e4d81fc8a16a0fc644043b98846c4375ef19f9ec28582322debd9d8d840ebcf18fba0741a7d6d75ddb18f7e33	common_voice_ja_19722280.mp3	なぜか、急ぐ気は起こらない。時間は、十分ある。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737793.mp3	この一週間、午後の時間を全部、庭で火を燃やしながら過ごした。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737795.mp3	彼女は母親を見てにっこりと笑った。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737797.mp3	父はテーブルの上座の自分の席に着いた。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737798.mp3	布団は私たちの寝具です。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737799.mp3	塀の向う側のりんごは一番おいしい。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737806.mp3	彼女は美しい声で歌った。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737807.mp3	午後四時の電車で帰りますから、牛乳をあたためて、水筒に入れ、乳母車に積んで、迎えに行きます。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737808.mp3	彼女は両親によって立派に育てられた。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737809.mp3	彼女は腹を立てて、私を怒鳴った。	0	2			
6f9932e48b262881952f248473d5e56e25fbf4608d79c725d2833d02376bfe2e1783dd1a749f14c585d63fba0d2aadbebd8d1cdf6c9d6b26de2d8b64db7d352b	common_voice_ja_19737810.mp3	セミが鳴き、夕日をあびた絹雲が、淡いさんご色に染まっていた。	0	2			
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_19817944.mp3	彼女は父親の愛情を独占したいと思った。	1	2	twenties	male	
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_19817945.mp3	不景気な夏の期間が過ぎると、商売は活気づいた。	0	2	twenties	male	
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_19817968.mp3	もっとも、編集会議には、そのほうが都合がよい。	0	2	twenties	male	
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_19817970.mp3	彼女は美に対するセンスを持っていない。	0	2	twenties	male	
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_19817972.mp3	父が金銭的援助をしてくれます。	0	2	twenties	male	
83d48b59a49ae68523c5fffb01776ca86de488f06516d4662975e200a7a82afe7335e1e1b78e1eacbc3057fc17e2eafc69bedb47cbfa680fee224f28f9a3dda0	common_voice_ja_19821877.mp3	スウェーデン移民の両親の許にマサチューセッツ州ケンブリッジにて生まれる	0	2			
ca34bbebebf3f22fadc436746893bff5c8dfcf052e7c1a4b93e915be43cb36a3ff1381027a645fcaddee25454132008d2b178b70d898bbb667736e47d7a28de6	common_voice_ja_20004591.mp3	この問題の答えは三つあります。	0	2			
ca34bbebebf3f22fadc436746893bff5c8dfcf052e7c1a4b93e915be43cb36a3ff1381027a645fcaddee25454132008d2b178b70d898bbb667736e47d7a28de6	common_voice_ja_20004592.mp3	わたしのペンはこれです。	0	2			
ca34bbebebf3f22fadc436746893bff5c8dfcf052e7c1a4b93e915be43cb36a3ff1381027a645fcaddee25454132008d2b178b70d898bbb667736e47d7a28de6	common_voice_ja_20004593.mp3	腹を立てると彼はよく口汚くののしる。	0	2			
ca34bbebebf3f22fadc436746893bff5c8dfcf052e7c1a4b93e915be43cb36a3ff1381027a645fcaddee25454132008d2b178b70d898bbb667736e47d7a28de6	common_voice_ja_20004594.mp3	軟木の絶縁された部屋およびよいヒーターはサウナのための絶対必要である。	0	2			
ca34bbebebf3f22fadc436746893bff5c8dfcf052e7c1a4b93e915be43cb36a3ff1381027a645fcaddee25454132008d2b178b70d898bbb667736e47d7a28de6	common_voice_ja_20004595.mp3	きょうイさんと映画を見に行きます。	0	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20013026.mp3	休みの日は友達と出かけます。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20013335.mp3	怖くてどきどきしたよ。	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20013623.mp3	夫は仕事でよそへ行かれた。	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_ja_20013886.mp3	タクシーを一台呼びます。	1	2	twenties	male	
1872d44d6d424e18053354d45a1623463c65600025e865e3c6beaec5d4a46e3d471a660d9854ac0701918987b49be8af8269fd4ae721aae4a7ed0bc94976ab9d	common_voice_ja_20029399.mp3	その部屋に入ってはいけません。	0	2			
d4bab49a464a3e29d7ca09078f5bb36b22fdb901f2f30a962122e3775d8266455234d000c5731d0055275766d48a4a4112850b2d73b75d75405f03f4c78afbaf	common_voice_ja_20068360.mp3	父はいまいちばん新しい型のバイクを買ってくれた。	1	2	twenties	male	
92e50bfc07dba2a29043299b85aa4db3c031d5b032547e7f6a5b2b003d1cbe6e7b112cf4a4ff83f0b7f4318d95d07de4bdadca76fb96b07e2a15b5357e18395e	common_voice_ja_20068745.mp3	奈良の平城宮跡から、十数年前、大量の木片が、発掘された。	0	2	teens	male	
92e50bfc07dba2a29043299b85aa4db3c031d5b032547e7f6a5b2b003d1cbe6e7b112cf4a4ff83f0b7f4318d95d07de4bdadca76fb96b07e2a15b5357e18395e	common_voice_ja_20068813.mp3	父の誕生日は今年は日曜日に当たる。	1	2	teens	male	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20073013.mp3	兵士達は平和記念碑を建てた。	0	2	twenties	male	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20073074.mp3	この漢字は「やま」と読みます。	1	2	twenties	male	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20074478.mp3	彼女は変化に富んだ生き方をするのが夢である。	0	2	twenties	male	
463a90da9db7c742ce2e9399d5375fb9129fcf3baf80b08878512196886c7ddc565ff98f6a96071991bdcefc0955ce9de2c77585a3d13524b7b415365670f10f	common_voice_ja_20088743.mp3	彼女は部活を休んだ。	1	2			
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20116231.mp3	この喜びは、むろん、家へ帰り着いても消えずにつづいた。	0	2	twenties	male	
205155067163a7e1ed4f1c44c19020366bdef34aa7e04af462445b3fe68c556a65408fb858d6bb349a22c35373709e726b873ca828d938ce9a4f09bb61a30ef5	common_voice_ja_20184175.mp3	「何も聞いていないので何も言えない」と困惑の表情を浮かべた。	1	2	thirties		
205155067163a7e1ed4f1c44c19020366bdef34aa7e04af462445b3fe68c556a65408fb858d6bb349a22c35373709e726b873ca828d938ce9a4f09bb61a30ef5	common_voice_ja_20184178.mp3	夫の死後私はゾンビのようにふらふら歩き回っていた。	1	2	thirties		
205155067163a7e1ed4f1c44c19020366bdef34aa7e04af462445b3fe68c556a65408fb858d6bb349a22c35373709e726b873ca828d938ce9a4f09bb61a30ef5	common_voice_ja_20184179.mp3	彼女は百歳まで生きられそうだ。	1	2	thirties		
2d928c67f344b5f47839839d08277137da3365c84393a5840a70cada5777fcc74ff69c96720bd4b18eb982f3c3a82f8c849e7acb983216eac72503e9fe1d81f9	common_voice_ja_20184235.mp3	彼女は来た人全部に愛嬌を振りまいた。	1	2	fifties	male	
2d928c67f344b5f47839839d08277137da3365c84393a5840a70cada5777fcc74ff69c96720bd4b18eb982f3c3a82f8c849e7acb983216eac72503e9fe1d81f9	common_voice_ja_20184246.mp3	彼女は父親のなきがらを見て泣いた。	0	2	fifties	male	
2d928c67f344b5f47839839d08277137da3365c84393a5840a70cada5777fcc74ff69c96720bd4b18eb982f3c3a82f8c849e7acb983216eac72503e9fe1d81f9	common_voice_ja_20184281.mp3	画像をクリックすると次ページへ移ります！	0	2	fifties	male	
2d928c67f344b5f47839839d08277137da3365c84393a5840a70cada5777fcc74ff69c96720bd4b18eb982f3c3a82f8c849e7acb983216eac72503e9fe1d81f9	common_voice_ja_20184325.mp3	しかし、このプロ野球ブームも、永久に続くとは限らぬ。	1	2	fifties	male	
